Ingrédient;Catégorie;State
Sirop de Canne;Sucre, confiserie et édulcorants;Liquide
Miel Épicé;Sucre, confiserie et édulcorants;Solide
Sirop de Romarin;Sucre, confiserie et édulcorants;Liquide
Sirop de Beurre Brun;Sucre, confiserie et édulcorants;Liquide
Fructose;Sucre, confiserie et édulcorants;Solide
Sucre de Datte;Sucre, confiserie et édulcorants;Solide
Sirop de Gomme;Sucre, confiserie et édulcorants;Liquide
Sirop à  la Crème Irlandaise;Sucre, confiserie et édulcorants;Liquide
Sirop de Beurre de Biscuit;Sucre, confiserie et édulcorants;Liquide
Sucre au Chocolat;Sucre, confiserie et édulcorants;Solide
Sirop de Poire Épineuse;Sucre, confiserie et édulcorants;Liquide
Miel Crémeux;Sucre, confiserie et édulcorants;Solide
Sucre à  la Lavande;Sucre, confiserie et édulcorants;Solide
Sucre de Canne;Sucre, confiserie et édulcorants;Solide
Sucre Roux;Sucre, confiserie et édulcorants;Solide
Canderel;Sucre, confiserie et édulcorants;Solide
Sucre Perlé;Sucre, confiserie et édulcorants;Solide
Sirop de Grenadine;Sucre, confiserie et édulcorants;Liquide
Sirop Aromatisé;Sucre, confiserie et édulcorants;Liquide
Sirop de Rose;Sucre, confiserie et édulcorants;Liquide
Sirop de Violette;Sucre, confiserie et édulcorants;Liquide
Sucre Inverti;Sucre, confiserie et édulcorants;Solide
Sirop de Liège;Sucre, confiserie et édulcorants;Liquide
Sirop de Pêche;Sucre, confiserie et édulcorants;Liquide
Sirop de Cassis;Sucre, confiserie et édulcorants;Liquide
Sirop de Fleur de Sureau;Sucre, confiserie et édulcorants;Liquide
Tagatesse;Sucre, confiserie et édulcorants;Solide
Sirop de Pamplemousse;Sucre, confiserie et édulcorants;Liquide
Sirop de Coquelicot;Sucre, confiserie et édulcorants;Liquide
Sirop de Basilic;Sucre, confiserie et édulcorants;Liquide
Cristaux de Sucre;Sucre, confiserie et édulcorants;Solide
Sucre Décoratif;Sucre, confiserie et édulcorants;Solide
Splenda;Sucre, confiserie et édulcorants;Solide
Isomalt;Sucre, confiserie et édulcorants;Solide
Sucre d'Orge;Sucre, confiserie et édulcorants;Solide
Sirop de Pistache;Sucre, confiserie et édulcorants;Liquide
Sirop de Figue;Sucre, confiserie et édulcorants;Liquide
Sirop d'Amande;Sucre, confiserie et édulcorants;Liquide
Sirop de Réglisse;Sucre, confiserie et édulcorants;Liquide
Dextrose;Sucre, confiserie et édulcorants;Solide
Sucre de Canne & Stévia;Sucre, confiserie et édulcorants;Solide
Sirop de Lime;Sucre, confiserie et édulcorants;Liquide
fleurs de thym;Fleurs comestibles;Solide
fleurs de violette;Fleurs comestibles;Solide
fleurs de courgette;Fleurs comestibles;Solide
pétales de rose;Fleurs comestibles;Solide
angélique;Fleurs comestibles;Solide
pensée s;Fleurs comestibles;Solide
fleurs de bourrache;Fleurs comestibles;Solide
fleurs de pissenlit;Fleurs comestibles;Solide
fleurs d'acacia;Fleurs comestibles;Solide
fleurs de ciboulette;Fleurs comestibles;Solide
fleurs de capucine;Fleurs comestibles;Solide
camomille;Fleurs comestibles;Solide
pâquerettes;Fleurs comestibles;Solide
géranium;Fleurs comestibles;Solide
fleurs de jasmin;Fleurs comestibles;Solide
fleurs de bleuets;Fleurs comestibles;Solide
fleurs de thym citron;Fleurs comestibles;Solide
fleurs d'ail des ours;Fleurs comestibles;Solide
fleur de romarin;Fleurs comestibles;Solide
fleur de tilleul;Fleurs comestibles;Solide
oeillets;Fleurs comestibles;Solide
fleurs de souci;Fleurs comestibles;Solide
pétales de coquelicots;Fleurs comestibles;Solide
orchidées;Fleurs comestibles;Solide
bégonia;Fleurs comestibles;Solide
chrysanthèmes;Fleurs comestibles;Solide
fleurs de mauve;Fleurs comestibles;Solide
fleurs de coriandre;Fleurs comestibles;Solide
fleurs de cerisier;Fleurs comestibles;Solide
fleurs d'aubépine;Fleurs comestibles;Solide
lilas;Fleurs comestibles;Solide
alliaire;Fleurs comestibles;Solide
fleurs de basilic;Fleurs comestibles;Solide
aspérule odorante;Fleurs comestibles;Solide
fleurs d'aneth;Fleurs comestibles;Solide
boutons de marguerites;Fleurs comestibles;Solide
fleurs de poireau;Fleurs comestibles;Liquide
millepertuis;Fleurs comestibles;Solide
pivoines;Fleurs comestibles;Solide
rose d'églantier;Fleurs comestibles;Solide
calendule;Fleurs comestibles;Solide
Farine;Farines et ingrédients de pâtisserie;Solide
Levure Chimique;Farines et ingrédients de pâtisserie;Solide
Bicarbonate de Soude;Farines et ingrédients de pâtisserie;Solide
Fécule de Maïs;Farines et ingrédients de pâtisserie;Solide
Levure;Farines et ingrédients de pâtisserie;Solide
Pépites de Chocolat Noir;Farines et ingrédients de pâtisserie;Solide
Pépites de Chocolat;Farines et ingrédients de pâtisserie;Solide
Noix de Coco Râpée;Farines et ingrédients de pâtisserie;Solide
Farine de Blé Complet;Farines et ingrédients de pâtisserie;Solide
Farine d'Amande;Farines et ingrédients de pâtisserie;Solide
Farine Autolevante;Farines et ingrédients de pâtisserie;Solide
Semoule de Maïs;Farines et ingrédients de pâtisserie;Solide
Flocons de Noix de Coco;Farines et ingrédients de pâtisserie;Solide
Farine à  Gâteaux;Farines et ingrédients de pâtisserie;Liquide
Mélange pour Pâtisserie;Farines et ingrédients de pâtisserie;Solide
Farine à  Pâtisserie;Farines et ingrédients de pâtisserie;Solide
Farine de Noix de Coco;Farines et ingrédients de pâtisserie;Solide
Crème de Tartre;Farines et ingrédients de pâtisserie;Solide
Farine à  Pain;Farines et ingrédients de pâtisserie;Solide
Farine Tout Usage Non Blanchie;Farines et ingrédients de pâtisserie;Solide
Poudre d'Amande;Farines et ingrédients de pâtisserie;Solide
Pépites de Chocolat Blanc;Farines et ingrédients de pâtisserie;Solide
Farine de Lin;Farines et ingrédients de pâtisserie;Solide
Mélange pour Gâteau Jaune;Farines et ingrédients de pâtisserie;Liquide
Gomme Xanthane;Farines et ingrédients de pâtisserie;Solide
Vermicelles de Sucre;Farines et ingrédients de pâtisserie;Solide
Mélange pour Brownies;Farines et ingrédients de pâtisserie;Solide
Farine Sans Gluten;Farines et ingrédients de pâtisserie;Solide
Fécule de Tapioca;Farines et ingrédients de pâtisserie;Solide
Farine de Riz;Farines et ingrédients de pâtisserie;Solide
Farine de Pois Chiche;Farines et ingrédients de pâtisserie;Solide
Farine d'Avoine;Farines et ingrédients de pâtisserie;Solide
Farine à  Pâtisserie de Blé Complet;Farines et ingrédients de pâtisserie;Solide
Mélange pour Gâteau au Chocolat;Farines et ingrédients de pâtisserie;Liquide
Épeautre;Farines et ingrédients de pâtisserie;Liquide
Farine d'Arrowroot;Farines et ingrédients de pâtisserie;Solide
Fécule de Pomme de Terre;Farines et ingrédients de pâtisserie;Solide
Pépites de Caramel;Farines et ingrédients de pâtisserie;Solide
Pépites de Beurre de Cacahuète;Farines et ingrédients de pâtisserie;Solide
Gingembre Cristallisé;Farines et ingrédients de pâtisserie;Solide
Farine de Riz Brun;Farines et ingrédients de pâtisserie;Solide
Farine de Semoule;Farines et ingrédients de pâtisserie;Solide
Farine de Sarrasin;Farines et ingrédients de pâtisserie;Solide
Pectine;Farines et ingrédients de pâtisserie;Solide
Farine de Seigle;Farines et ingrédients de pâtisserie;Solide
Enveloppe de Psyllium;Farines et ingrédients de pâtisserie;Solide
Farine de Riz Gluant;Farines et ingrédients de pâtisserie;Solide
Flocons de Noix de Coco Sucrés;Farines et ingrédients de pâtisserie;Solide
Mélange pour Pancakes;Farines et ingrédients de pâtisserie;Solide
Farine Raffinée;Farines et ingrédients de pâtisserie;Solide
Massepain;Farines et ingrédients de pâtisserie;Solide
Éclats de Caramel;Farines et ingrédients de pâtisserie;Solide
Masa Harina;Farines et ingrédients de pâtisserie;Solide
Farine de Sorgho;Farines et ingrédients de pâtisserie;Solide
Mélange pour Muffins au Maïs;Farines et ingrédients de pâtisserie;Solide
Mélange pour Pain de Maïs;Farines et ingrédients de pâtisserie;Solide
Pépites de Cannelle;Farines et ingrédients de pâtisserie;Solide
Grain de Café;Farines et ingrédients de pâtisserie;Liquide
Mélange pour Gâteau aux Épices;Farines et ingrédients de pâtisserie;Liquide
Mélange pour Gâteau Velours Rouge;Farines et ingrédients de pâtisserie;Liquide
Mélange pour Cookies au Sucre;Farines et ingrédients de pâtisserie;Solide
Pépites de Pâtisserie;Farines et ingrédients de pâtisserie;Solide
Pain Azyme;Farines et ingrédients de pâtisserie;Solide
Sago;Farines et ingrédients de pâtisserie;Solide
Stabilisateur pour Crème Fouettée;Farines et ingrédients de pâtisserie;Solide
Gluten de Blé Vital;Farines et ingrédients de pâtisserie;Solide
Chips de Noix de Coco;Farines et ingrédients de pâtisserie;Solide
Farine de Quinoa;Farines et ingrédients de pâtisserie;Solide
Farine de Manioc;Farines et ingrédients de pâtisserie;Solide
Farine de Millet Doigt;Farines et ingrédients de pâtisserie;Solide
Farine de Noisette;Farines et ingrédients de pâtisserie;Solide
Poudre de Meringue;Farines et ingrédients de pâtisserie;Solide
Mélange pour Gâteau des Anges;Farines et ingrédients de pâtisserie;Liquide
Semoule de Maïs Blanche;Farines et ingrédients de pâtisserie;Solide
Pépites de Menthe;Farines et ingrédients de pâtisserie;Solide
Farine de Pâtisserie Sans Gluten;Farines et ingrédients de pâtisserie;Solide
Fondant;Farines et ingrédients de pâtisserie;Solide
Mincemeat;Farines et ingrédients de pâtisserie;Solide
Farine de Millet;Farines et ingrédients de pâtisserie;Solide
Farine d'Épeautre Ancien;Farines et ingrédients de pâtisserie;Liquide
Semoule de Maïs Autolevante;Farines et ingrédients de pâtisserie;Solide
Farine Autolevante Sans Gluten;Farines et ingrédients de pâtisserie;Solide
Farine de Cacahuète;Farines et ingrédients de pâtisserie;Solide
Poudre de Noix de Coco;Farines et ingrédients de pâtisserie;Solide
Mélange pour Gâteau Sans Gluten;Farines et ingrédients de pâtisserie;Liquide
Poudre de Caroube;Farines et ingrédients de pâtisserie;Solide
Glaçage Prêt à  l'Emploi;Farines et ingrédients de pâtisserie;Solide
Farine de Teff;Farines et ingrédients de pâtisserie;Solide
Sel de Fruit;Farines et ingrédients de pâtisserie;Solide
Farine de Pomme de Terre;Farines et ingrédients de pâtisserie;Solide
Gomme de Guar;Farines et ingrédients de pâtisserie;Solide
Pâte de Haricot Sucré;Farines et ingrédients de pâtisserie;Solide
Perles de Tapioca;Farines et ingrédients de pâtisserie;Solide
Farine Instantanée;Farines et ingrédients de pâtisserie;Solide
Farine Assaisonnée;Farines et ingrédients de pâtisserie;Solide
Farine d'Amarante;Farines et ingrédients de pâtisserie;Solide
Farine de Soja;Farines et ingrédients de pâtisserie;Solide
Fibre d'Avoine;Farines et ingrédients de pâtisserie;Solide
Panko Sans Gluten;Farines et ingrédients de pâtisserie;Solide
Farine de Mais;Farines et ingrédients de pâtisserie;Solide
Levure de Boulanger;Farines et ingrédients de pâtisserie;Solide
Levure Frâche;Farines et ingrédients de pâtisserie;Solide
Farine Complète;Farines et ingrédients de pâtisserie;Solide
Farine de Châtaigne;Farines et ingrédients de pâtisserie;Solide
Tapioca;Farines et ingrédients de pâtisserie;Solide
Farine de Petit Épeautre;Farines et ingrédients de pâtisserie;Liquide
Levain;Farines et ingrédients de pâtisserie;Solide
Mélange à  Biscuits;Farines et ingrédients de pâtisserie;Solide
Levure de Bière;Farines et ingrédients de pâtisserie;Solide
Levure Alimentaire;Farines et ingrédients de pâtisserie;Solide
Levure Maltée;Farines et ingrédients de pâtisserie;Solide
Arrow-root;Farines et ingrédients de pâtisserie;Solide
Farine de Lupin;Farines et ingrédients de pâtisserie;Solide
Farine d'Orge;Farines et ingrédients de pâtisserie;Solide
Fécule de Blé;Farines et ingrédients de pâtisserie;Solide
Farine de Kamut;Farines et ingrédients de pâtisserie;Solide
Farine de Souchet;Farines et ingrédients de pâtisserie;Solide
Farine de Blé Dur;Farines et ingrédients de pâtisserie;Solide
Farine de Lentilles;Farines et ingrédients de pâtisserie;Solide
Farine à  Pizza;Farines et ingrédients de pâtisserie;Solide
Fécule de Riz;Farines et ingrédients de pâtisserie;Solide
Caroube;Farines et ingrédients de pâtisserie;Solide
Mélange à  Biscuits au Beurre d'Arachide;Farines et ingrédients de pâtisserie;Solide
Farine à  la Tomate;Farines et ingrédients de pâtisserie;Solide
Farine de Fonio;Farines et ingrédients de pâtisserie;Solide
Canrca;Farines et ingrédients de pâtisserie;Solide
Farine de Patate Douce;Farines et ingrédients de pâtisserie;Solide
Chapelure Matzo;Farines et ingrédients de pâtisserie;Solide
Farine de Noix;Farines et ingrédients de pâtisserie;Solide
Gofo;Farines et ingrédients de pâtisserie;Solide
pâtes et emballages préfabriqués;Farines et ingrédients de pâtisserie;Solide
Croà»te à  tarte;Farines et ingrédients de pâtisserie;Solide
Pâte feuilletée;Farines et ingrédients de pâtisserie;Solide
Pâte à  pizza;Farines et ingrédients de pâtisserie;Solide
Pains croissants réfrigérés;Farines et ingrédients de pâtisserie;Solide
Filo (ou phyllo);Farines et ingrédients de pâtisserie;Solide
Feuille de ravioli;Farines et ingrédients de pâtisserie;Solide
Feuille de riz;Farines et ingrédients de pâtisserie;Solide
Pâte à  biscuit;Farines et ingrédients de pâtisserie;Solide
Pâte à  cookie;Farines et ingrédients de pâtisserie;Solide
Feuille de rouleau de printemps;Farines et ingrédients de pâtisserie;Liquide
Pains à  dà®ner surgelés;Farines et ingrédients de pâtisserie;Solide
Feuille de gyoza;Farines et ingrédients de pâtisserie;Solide
Croà»te de biscuit Graham;Farines et ingrédients de pâtisserie;Solide
Pâte à  pain;Farines et ingrédients de pâtisserie;Solide
Mini phyllo;Farines et ingrédients de pâtisserie;Solide
Pâte feuilletée au beurre;Farines et ingrédients de pâtisserie;Solide
Pâte à  roulé à  la cannelle;Farines et ingrédients de pâtisserie;Solide
Pâte à  dosa;Farines et ingrédients de pâtisserie;Solide
Wontons;Farines et ingrédients de pâtisserie;Solide
Lanières de wonton;Farines et ingrédients de pâtisserie;Solide
Coquilles de pâte feuilletée;Farines et ingrédients de pâtisserie;Solide
Pâte à  pâtes frâiches;Farines et ingrédients de pâtisserie;Solide
Pâte à  pizza sans gluten;Farines et ingrédients de pâtisserie;Solide
Pâte à  tarte au chocolat;Farines et ingrédients de pâtisserie;Solide
Pâte à  croissant;Farines et ingrédients de pâtisserie;Solide
Kataifi;Farines et ingrédients de pâtisserie;Solide
Briks;Farines et ingrédients de pâtisserie;Solide
Pains à  la saucisse;Farines et ingrédients de pâtisserie;Solide
Croà»te de chapelure au chocolat;Farines et ingrédients de pâtisserie;Solide
Peaux de tofu;Farines et ingrédients de pâtisserie;Liquide
Rouleaux de pizza surgelés;Farines et ingrédients de pâtisserie;Liquide
Gâteau de riz coréen;Farines et ingrédients de pâtisserie;Liquide
Pâte feuilletée grossière;Farines et ingrédients de pâtisserie;Solide
Pâte à  tortilla;Farines et ingrédients de pâtisserie;Solide
Corn dogs;Farines et ingrédients de pâtisserie;Solide
Feuille d'empanada;Farines et ingrédients de pâtisserie;Solide
Restes de levain;Farines et ingrédients de pâtisserie;Solide
Pâte à  biscuit pain d'épices;Farines et ingrédients de pâtisserie;Solide
Pain rond creux;Farines et ingrédients de pâtisserie;Solide
Wrap d'œuf;Farines et ingrédients de pâtisserie;Solide
Feuille de samosa;Farines et ingrédients de pâtisserie;Solide
Yufka;Farines et ingrédients de pâtisserie;Solide
Pâte sablée;Farines et ingrédients de pâtisserie;Solide
Pâte à  raviole;Farines et ingrédients de pâtisserie;Solide
Croà»tes à  tarte;Farines et ingrédients de pâtisserie;Solide
Pâte à  choux;Farines et ingrédients de pâtisserie;Solide
Pâte brisée;Farines et ingrédients de pâtisserie;Solide
Feuilles de brick;Farines et ingrédients de pâtisserie;Solide
Pâte fila;Farines et ingrédients de pâtisserie;Solide
Croissants réfrigérés;Farines et ingrédients de pâtisserie;Solide
Pâte à  pasta;Farines et ingrédients de pâtisserie;Solide
Pâte à  biscuits aux pépites de chocolat;Farines et ingrédients de pâtisserie;Solide
Biscuits de campagne réfrigérés;Farines et ingrédients de pâtisserie;Solide
Pâte à  biscuits aux grains de chocolat sans gluten;Farines et ingrédients de pâtisserie;Solide
Pâte à  fougasse;Farines et ingrédients de pâtisserie;Solide
Petits pains feuilletés;Farines et ingrédients de pâtisserie;Solide
Avoine roulée;Céréales et grains;Solide
Quinoa;Céréales et grains;Solide
Riz cuit;Céréales et grains;Solide
Céréales;Céréales et grains;Solide
Riz jasmin;Céréales et grains;Solide
Riz blanc;Céréales et grains;Solide
Riz brun;Céréales et grains;Solide
Riz blanc à  grain long;Céréales et grains;Solide
Flocons d'avoine à  cuisson rapide;Céréales et grains;Solide
Céréales de petit-déjeuner;Céréales et grains;Solide
Riz à  risotto;Céréales et grains;Solide
Couscous;Céréales et grains;Solide
Polenta;Céréales et grains;Solide
Orge perlé;Céréales et grains;Solide
Riz sauvage;Céréales et grains;Solide
Semoule;Céréales et grains;Solide
Céréales granola;Céréales et grains;Solide
Riz de chou-fleur;Céréales et grains;Solide
Orge;Céréales et grains;Solide
Farro;Céréales et grains;Solide
Boulgour;Céréales et grains;Solide
Gruau;Céréales et grains;Solide
Son d'avoine;Céréales et grains;Solide
Riz à  sushi;Céréales et grains;Solide
Maïs moulu (hominy);Céréales et grains;Solide
Avoine coupée en acier;Céréales et grains;Solide
Riz instantané;Céréales et grains;Solide
Quinoa rouge;Céréales et grains;Solide
Germe de blé;Céréales et grains;Solide
Millet;Céréales et grains;Solide
Son de blé;Céréales et grains;Solide
Riz gluant;Céréales et grains;Solide
Sarrasin cru;Céréales et grains;Solide
Poha;Céréales et grains;Solide
Riz jaune;Céréales et grains;Solide
Flocons d'avoine instantanés;Céréales et grains;Solide
Riz noir;Céréales et grains;Solide
Baies de blé;Céréales et grains;Solide
Muesli;Céréales et grains;Solide
Riz soufflé;Céréales et grains;Solide
Riz pour paella;Céréales et grains;Solide
Riz pour idli;Céréales et grains;Solide
Kasha;Céréales et grains;Solide
Flocons de quinoa;Céréales et grains;Solide
Amarante;Céréales et grains;Solide
Blé concassé;Céréales et grains;Solide
Farro perlé;Céréales et grains;Solide
Sorgho;Céréales et grains;Solide
Riz rouge;Céréales et grains;Solide
Riz mexicain;Céréales et grains;Solide
Crème de blé;Céréales et grains;Solide
Weetabix;Céréales et grains;Solide
Farine de maïs bleue;Céréales et grains;Solide
Riz pilaf;Céréales et grains;Solide
Riz brun jasmin;Céréales et grains;Solide
Millet de grange;Céréales et grains;Solide
Mélange de riz jambalaya;Céréales et grains;Solide
Avoine entière;Céréales et grains;Solide
Riz à  la coriandre et au citron vert;Céréales et grains;Solide
Quinoa soufflé;Céréales et grains;Solide
Riz gluant noir;Céréales et grains;Solide
Mélange de riz sale;Céréales et grains;Solide
Orge décortiquée;Céréales et grains;Solide
Riz de brocoli;Céréales et grains;Solide
Riz frit;Céréales et grains;Solide
Millet kodo;Céréales et grains;Solide
Millet doigt;Céréales et grains;Solide
Millet de renard;Céréales et grains;Solide
Millet perlé;Céréales et grains;Solide
Flocons d'épeautre;Céréales et grains;Liquide
Blé soufflé;Céréales et grains;Solide
Riz brun à  grain long;Céréales et grains;Solide
Riz matta;Céréales et grains;Solide
Gruaux d'avoine;Céréales et grains;Solide
Baies de seigle;Céréales et grains;Solide
Teff;Céréales et grains;Solide
Riz brun germé;Céréales et grains;Solide
Riz au goà»t de poulet;Céréales et grains;Solide
Petit millet;Céréales et grains;Solide
Riz biryani;Céréales et grains;Solide
Son de riz;Céréales et grains;Solide
Flocons de seigle;Céréales et grains;Solide
Riz à  la noix de coco;Céréales et grains;Solide
Baies d'épeautre;Céréales et grains;Liquide
Amarante soufflée;Céréales et grains;Solide
Mélange de riz et haricots rouges;Céréales et grains;Solide
Riz texmati;Céréales et grains;Solide
Flocons d'amarante;Céréales et grains;Solide
Sorgho perlé;Céréales et grains;Solide
Riz sona masoori;Céréales et grains;Solide
Riz au safran;Céréales et grains;Solide
Kamut soufflé;Céréales et grains;Solide
Riz poha rouge;Céréales et grains;Solide
Grà¼nkern;Céréales et grains;Solide
Riz de bambou;Céréales et grains;Solide
Riz shirataki;Céréales et grains;Solide
Riz long;Céréales et grains;Solide
Flocons d'avoine;Céréales et grains;Solide
Semoule de maïs;Céréales et grains;Solide
Semoule fine;Céréales et grains;Solide
Semoule moyenne;Céréales et grains;Solide
Graines germées;Céréales et grains;Solide
Riz thaï;Céréales et grains;Solide
Riz complet;Céréales et grains;Solide
Blé précuit;Céréales et grains;Solide
Pop-corn;Céréales et grains;Solide
Semoule très fine;Céréales et grains;Solide
Céréales de riz;Céréales et grains;Solide
Petit épeautre;Céréales et grains;Liquide
Riz rond spécial dessert;Céréales et grains;Solide
Flocons de céréales;Céréales et grains;Solide
Crème d'avoine;Céréales et grains;Solide
Riz de Camargue;Céréales et grains;Solide
Couscous perlé;Céréales et grains;Solide
Flocons de blé;Céréales et grains;Solide
Semoule de riz;Céréales et grains;Solide
Semoule d'orge;Céréales et grains;Solide
Barres de céréales;Céréales et grains;Solide
Fonio;Céréales et grains;Solide
Frik;Céréales et grains;Solide
Chapelure de manioc;Céréales et grains;Solide
Maïs cancha à  griller;Céréales et grains;Solide
Couscous maïs riz et chia;Céréales et grains;Solide
Pois;Légumineuses;Solide
Haricots verts;Légumineuses;Solide
Haricots noirs;Légumineuses;Solide
Lentilles;Légumineuses;Solide
Pois chiches;Légumineuses;Solide
Pois mange-tout;Légumineuses;Solide
Haricots rouges;Légumineuses;Solide
Pois croquants;Légumineuses;Solide
Germes de haricots;Légumineuses;Solide
Haricots pinto;Légumineuses;Solide
Fèves;Légumineuses;Solide
Pois cassés;Légumineuses;Solide
Haricots blancs;Légumineuses;Solide
Lentilles rouges;Légumineuses;Solide
Edamame;Légumineuses;Solide
Urad dal;Légumineuses;Solide
Haricots cannellini;Légumineuses;Solide
Lentilles vertes;Légumineuses;Solide
Haricots de Lima;Légumineuses;Solide
Chana dal;Légumineuses;Solide
Pois à  œil noir;Légumineuses;Solide
Moong dal;Légumineuses;Solide
Pois cajan (pigeon peas);Légumineuses;Solide
Germes de haricots mungo;Légumineuses;Solide
Pousses de pois;Légumineuses;Solide
Soja;Légumineuses;Solide
Pois cassés jaunes;Légumineuses;Solide
Haricots mungo;Légumineuses;Solide
Lentilles noires;Légumineuses;Solide
Haricots cireux;Légumineuses;Solide
Germes de lentilles;Légumineuses;Solide
Haricots roses;Légumineuses;Solide
Pois chiches verts;Légumineuses;Solide
Haricots en grappe;Légumineuses;Solide
Haricots verts filiformes;Légumineuses;Solide
Haricots borlotti;Légumineuses;Solide
Lentilles jaunes;Légumineuses;Solide
Aquafaba;Légumineuses;Solide
Chana;Légumineuses;Solide
Mélange de haricots;Légumineuses;Solide
Pois secs;Légumineuses;Solide
Pois de champs;Légumineuses;Solide
Haricots gigantes;Légumineuses;Solide
Haricots noirs fermentés;Légumineuses;Solide
Haricots urd;Légumineuses;Solide
Pois blancs;Légumineuses;Solide
Soja noir;Légumineuses;Solide
Flageolets;Légumineuses;Solide
Haricot cheval (horse gram);Légumineuses;Solide
Germes de soja;Légumineuses;Solide
Haricots mayocoba;Légumineuses;Solide
Haricots bruns;Légumineuses;Solide
Haricots ailés;Légumineuses;Solide
Lentilles castelluccio;Légumineuses;Solide
Haricots cireux dorés;Légumineuses;Solide
Haricots moth;Légumineuses;Solide
Hara chana;Légumineuses;Solide
Haricots jacinthe;Légumineuses;Solide
Haricots lupini;Légumineuses;Solide
Haricots scarlet runner;Légumineuses;Solide
Flocons de soja;Légumineuses;Solide
Natto;Légumineuses;Solide
Germes de pois chiches;Légumineuses;Solide
Haricots sucrés;Légumineuses;Solide
Petai;Légumineuses;Solide
Haricots au miel;Légumineuses;Solide
Petit pois;Légumineuses;Solide
Haricots plats;Légumineuses;Solide
Haricots beurre;Légumineuses;Solide
Haricots frits;Légumineuses;Solide
Fèves de soja;Légumineuses;Solide
Fèves au lard;Légumineuses;Solide
Amanatto;Légumineuses;Solide
Pâtes courtes;Pâtes;Solide
Spaghetti;Pâtes;Solide
Pâtes spirales;Pâtes;Solide
Macaroni;Pâtes;Solide
Lasagne;Pâtes;Solide
Nouilles aux œufs;Pâtes;Solide
Fettuccine;Pâtes;Solide
Tortellini;Pâtes;Solide
Gnocchi;Pâtes;Solide
Vermicelles;Pâtes;Solide
Linguine;Pâtes;Solide
Orzo;Pâtes;Solide
Nouilles;Pâtes;Solide
Coquilles de pâtes;Pâtes;Solide
Riz;Pâtes;Solide
Farfalle (pâtes papillon);Pâtes;Solide
Rigatoni;Pâtes;Solide
Capellini (cheveux d'ange);Pâtes;Solide
Tagliatelles;Pâtes;Solide
Ziti;Pâtes;Solide
Nouilles soba;Pâtes;Solide
Orecchiette;Pâtes;Solide
Nouilles ramen;Pâtes;Solide
Ravioli;Pâtes;Solide
Couscous israélien;Pâtes;Solide
Zoodles (nouilles de courgettes);Pâtes;Solide
Nouilles udon;Pâtes;Solide
Ditalini;Pâtes;Solide
Vermicelles de riz;Pâtes;Solide
Nouilles de verre;Pâtes;Solide
Pâtes sans gluten;Pâtes;Solide
Mac 'n cheese;Pâtes;Solide
Pappardelle;Pâtes;Solide
Penne rigate;Pâtes;Solide
Manicotti;Pâtes;Solide
Bucatini;Pâtes;Solide
Cannelloni;Pâtes;Solide
Nouilles de riz thaï;Pâtes;Solide
Rotelle;Pâtes;Solide
Ramen au poulet;Pâtes;Solide
Nouilles shirataki;Pâtes;Solide
Pierogi;Pâtes;Solide
Pâtes pour soupe;Pâtes;Solide
Nouilles de patate douce;Pâtes;Solide
Cavatelli;Pâtes;Solide
Acini di pepe;Pâtes;Solide
Pâtes de riz brun;Pâtes;Solide
Nouilles instantanées;Pâtes;Solide
Radiatori;Pâtes;Solide
Nouilles yakisoba;Pâtes;Solide
Nouilles hakka;Pâtes;Solide
Raviolis au bœuf;Pâtes;Solide
Nouilles kluski;Pâtes;Solide
Spà¤tzle;Pâtes;Solide
Fideo (vermicelles espagnols);Pâtes;Solide
Nouilles de varech;Pâtes;Solide
Mélange pour salade de pâtes;Pâtes;Solide
Pâtes de haricot noir;Pâtes;Solide
Riz-a-Roni;Pâtes;Solide
Paccheri;Pâtes;Solide
Ramen au bœuf;Pâtes;Solide
Matzo farfel;Pâtes;Solide
Nouilles sans jaune d'œuf;Pâtes;Solide
Fettuccine aux épinards;Pâtes;Solide
Dumplings surgelés;Pâtes;Solide
Banh pho;Pâtes;Solide
Fregola;Pâtes;Solide
Msua;Pâtes;Solide
Trahanas;Pâtes;Solide
Trottole;Pâtes;Solide
Dumplings de pommes de terre;Pâtes;Solide
Tortellini au bœuf;Pâtes;Solide
Gnocchi de chou-fleur;Pâtes;Solide
Nouilles de courge musquée;Pâtes;Solide
Palmini (cœurs de palmier);Pâtes;Solide
Mafalde;Pâtes;Solide
Busiate;Pâtes;Solide
Casarecce;Pâtes;Solide
Ravioli au homard;Pâtes;Solide
Mandu;Pâtes;Solide
Nouilles mie;Pâtes;Solide
Ramen au porc;Pâtes;Solide
Pâtes aux haricots;Pâtes;Solide
Nouilles de tourte;Pâtes;Solide
Feuilles;Pâtes;Solide
Hilopites;Pâtes;Solide
Nouilles naengmyeon;Pâtes;Solide
Jjolmyeon;Pâtes;Solide
Pâtes de quinoa;Pâtes;Solide
Raviolis de courge;Pâtes;Solide
Nouilles yuba;Pâtes;Solide
Pâtes hyperprotéinées;Pâtes;Solide
Crozets;Pâtes;Solide
Fusilli;Pâtes;Solide
Kadaif;Pâtes;Solide
Quenelles nature;Pâtes;Solide
Pâtes complètes;Pâtes;Solide
Riz de konjac;Pâtes;Solide
Raviole du Dauphiné;Pâtes;Solide
Somen;Pâtes;Solide
Nouilles indonésiennes;Pâtes;Solide
Macaroni et fromage;Pâtes;Solide
Huile d'olive;Huiles et graisses;Liquide
